,template_key,date,position,a,b,c,d,weight
38,Template-1629,2019-12-12,Position P3,5.19957789532389,1.26538961546809,2.1727858193247,4.2531036545844,1360.35637883329
39,Template-1629,2019-12-12,Position P0,5.19697275178996,1.41842413148053,2.23058244168985,4.27205274939112,789.199235813426
40,Template-1629,2019-12-12,Position P1,5.21149944601753,1.36312104507814,2.16286144879111,4.29013401902191,756.493006653077
41,Template-1629,2019-12-12,Position P1,5.18760949084616,1.37128897419562,2.22458232234626,4.29551396039883,1402.23466022311
42,Template-1629,2019-12-12,Position P2,5.17089639451303,1.33781432745312,2.19055136427504,4.29186938366582,1457.65244692716
43,Template-1629,2019-12-12,Position P2,5.20455002623146,1.31510921732341,2.14492815250244,4.2727665085769,947.733245285961
44,Template-1629,2019-12-12,Position P3,5.22376015661875,1.4882384942862,2.24941323001352,4.29945566443105,957.854497702298
45,Template-1629,2020-01-08,Position P0,5.23243070632674,1.65382313068587,2.25241431662483,4.58883483245725,37.3345972413683
46,Template-1629,2020-01-08,Position P1,5.24123385075966,1.17455969938214,2.09299301399334,4.37525878647146,14.4048201699156
47,Template-1629,2020-01-08,Position P2,5.25554928942562,0.912467221028241,1.92199264548328,4.24890300801572,11.7494989553571
48,Template-1629,2020-01-08,Position P3,5.26817607761374,1.30688756880951,2.03410677035396,4.28633762180721,12.0719804585567
49,Template-1629,2019-12-16,,,,,,
50,Template-1629,2019-12-16,Position P0,5.30909247827019,1.1524723864191,2.13026934923853,4.49711366621138,1608.15278329245
51,Template-1629,2019-12-16,Position P1,5.29739538589357,1.11480358738881,2.03431932214451,4.38394669343904,555.011719500374
52,Template-1629,2019-12-16,Position P2,5.28422456816578,1.29562147456995,2.05183230994174,4.35239919356111,334.29859763334
53,Template-1629,2019-12-16,Position P3,5.30061230895521,1.14129141580812,2.03091138763573,4.3260917976589,301.127973790089
54,Template-1629,2019-12-16,Position P0,5.30844879874391,0.785470751205064,2.08206751935947,4.49798189421762,421.785034602449
55,Template-1629,2019-12-16,Position P1,5.26765860623951,1.17902351215584,2.17050923022702,4.40747394523497,368.933585684361
56,Template-1629,2019-12-16,Position P2,5.25513739801105,1.48104036992016,2.09887565093414,4.22419250144742,77.9641941489354
57,Template-1629,2019-12-16,Position P3,5.25204870423405,1.34386931505563,2.06558512643974,4.21198292504513,77.6919149858649
58,Template-1629,2019-12-19,Position P0,5.1706646738193,1.40320125493809,2.14970952895492,4.19522089076935,6.1293030262522
59,Template-1629,2019-12-19,Position P1,5.19275357643097,1.26856314162913,2.1889769573419,4.18872327914368,6.0869256807115
60,Template-1629,2019-12-19,Position P2,5.17364989451235,1.41575752472094,2.16427216366941,4.21044171540137,6.02227874779255
61,Template-1629,2019-12-19,Position P3,5.16382606206793,1.47692801143657,2.15621851369926,4.21830794357299,5.98671352185648
62,Template-1629,2019-12-19,Position P0,5.15539753617666,1.35547074086627,2.23139911654473,4.15641502154002,10.4264380141652
63,Template-1629,2019-12-19,Position P1,5.14184393792741,1.47271863078727,2.21763512550713,4.19251499810677,10.0408009832451
64,Template-1629,2019-12-19,Position P2,5.16398825381132,1.29590791534886,2.19078653154102,4.14751020509683,10.541807417599
65,Template-1629,2019-12-19,Position P3,5.14663483686635,1.3836394373105,2.16021304097095,4.17250444532517,10.2699243321555
66,Template-1629,2019-12-19,Position P0,5.1468474058305,1.41214248448933,2.13820287375992,4.17183225383748,1685.39181206738
67,Template-1629,2019-12-19,Position P1,5.13551466832416,1.32684229055818,2.09612123018217,4.16190921923066,1550.38970018515
68,Template-1629,2019-12-19,Position P2,5.11855786861851,1.31648304881219,2.09801300625596,4.15066950486799,1398.41374829294
69,Template-1629,2019-12-19,Position P3,5.13248273935628,1.37140458090484,2.12370877410422,4.14386276102677,1378.09286162168
70,Template-1629,2019-12-06,Position P0,5.16727671902182,1.23165542606391,2.05607765721753,4.20396223058704,1322.95308423728
71,Template-1629,2019-12-06,Position P1,5.1578194604683,1.29775224735947,2.04419136191677,4.20476657394052,1248.98774014356
72,Template-1629,2019-12-06,Position P2,5.15079274883288,1.23169952236014,2.01674825800771,4.18922210202121,610.613909776552
73,Template-1629,2019-12-06,Position P3,5.14647117999022,1.27068331105419,1.99432269885474,4.20364559509118,1051.35094242209
74,Template-1629,2019-12-09,Position P0,5.30093761753691,1.28924846644935,1.96617169694237,4.25526551089645,1306.78918019368
75,Template-1629,2019-12-09,Position P1,5.29589560166333,1.33762614581882,2.01873134903548,4.27216454314513,1165.05200106644
76,Template-1629,2019-12-09,Position P2,5.28890998274035,1.37395833841747,2.0393178653879,4.28009049392038,1266.99823784875
77,Template-1629,2019-12-09,Position P3,5.30917968873684,1.2818112862805,2.00258001966132,4.26606348974475,1060.54776222855
78,Template-1629,2019-12-06,Position P0,5.21658541926505,1.31444291679167,2.08619531496145,4.22283496074659,1328.59955430985
79,Template-1629,2019-12-06,Position P1,5.24033106071888,1.21150320008301,2.07477232018045,4.20476274130318,1508.43683701503
80,Template-1629,2019-12-06,Position P2,5.22408778214719,1.34855934609235,2.10320984999682,4.21090371033032,1592.87037169759
81,Template-1629,2019-12-06,Position P3,5.2212474740684,1.37518714133261,2.09658034340389,4.21524045021131,1169.25581533222
82,Template-1629,2019-12-09,Position P0,5.34115818617985,1.43262233005988,2.08867910317274,4.30027351584265,1492.45242341118
83,Template-1629,2019-12-09,Position P1,5.33690684779806,1.43564102291163,1.98752008662746,4.2976261870597,1113.45956039697
84,Template-1629,2019-12-09,Position P2,5.34265043563339,1.41343099717207,2.06626214604278,4.29999603427018,1205.90273626119
85,Template-1629,2019-12-09,Position P3,5.33653867199081,1.4277423647585,2.0898216037738,4.30988017860108,1367.56364338722
86,Template-1629,2019-12-06,Position P0,5.19927838007757,1.29907816071248,2.22116605314527,4.1830528860216,1252.88865026219
87,Template-1629,2019-12-06,Position P1,5.18884190379085,1.26152950142667,2.11868727047218,4.17190975912755,1351.26061724669
88,Template-1629,2019-12-06,Position P2,5.18611879025412,1.28579667609452,2.19932317218604,4.18002020799681,1030.37912346945
89,Template-1629,2019-12-06,Position P3,5.17668854029371,1.33795760816981,2.13749111583521,4.18558423474411,1580.67233952926
90,Template-1629,2019-12-09,Position P0,5.28570359957133,1.45418703047101,1.90686879623129,4.25527476233946,1104.09794553523
91,Template-1629,2019-12-09,Position P1,5.2638730870881,1.4042381429246,1.88172547088297,4.23007409311869,954.407703253946
92,Template-1629,2019-12-09,Position P2,5.28521068358286,1.3691684065146,1.94581989034822,4.22564357109218,912.277356322177
93,Template-1629,2019-12-09,Position P3,5.26875223567618,1.45875680007907,1.92358156044505,4.24682056003239,1099.55787338564
94,Template-1629,2020-01-08,Position P0,5.50076560774133,1.57329167618089,2.24386199762484,4.57415707280172,831.793102119125
95,Template-1629,2020-01-08,Position P1,5.52408130942716,1.31120519124209,2.2348215562686,4.55523783106872,701.313040981888
96,Template-1629,2020-01-08,Position P2,5.52144994369047,1.39016060692893,2.21692014139058,4.53751651153962,633.692250500082
97,Template-1629,2020-01-08,Position P3,5.53811478609813,1.25603521384641,2.18692188585643,4.54385846642068,547.421574618883
98,Template-1629,2020-01-08,Position P2,5.61754529422676,1.48021030085932,2.10864407399826,4.63671665303828,250.182024260611
99,Template-1629,2020-01-08,Position P3,5.48927285859284,1.37672124519216,2.07863346457482,4.51148666434676,864.309469595668
100,Template-1629,2020-01-08,Position P0,5.16870541397005,1.27867642099941,2.08464485942053,4.17582191713184,703.867278048693
101,Template-1629,2020-01-08,Position P1,5.14860780844073,1.31999100138597,2.10510031385873,4.16647824336196,452.672197797848
102,Template-1629,2020-01-08,Position P2,5.14723703095495,1.36187127108644,2.10553345904221,4.16148815502675,493.836797287238
103,Template-1629,2020-01-08,Position P3,5.112588427835,1.29099470644024,2.08657727904743,4.13671478095179,382.532872971462
104,Template-1629,2020-01-08,Position P0,5.12353846472752,1.27993207427415,2.19038986088425,4.08589029544202,812.942538653958
105,Template-1629,2020-01-08,Position P1,5.11916794417979,1.23618719425185,2.21011809029366,4.09022483028953,695.98099171945
106,Template-1629,2020-01-08,Position P2,5.12003231158136,1.25650156507824,2.14098845345079,4.10334981474598,565.943359006709
107,Template-1629,2020-01-08,Position P3,5.10825459340354,1.35819703491644,2.12266596866952,4.09016164524092,638.351008006416
108,Template-1629,2020-01-08,Position P0,5.12018750189036,1.31359495373662,2.13326088008949,4.13967924148868,1714.09348043953
109,Template-1629,2020-01-08,Position P1,5.13383617620249,1.28167609302427,2.12683283605875,4.13392830238055,1131.59969117625
110,Template-1629,2020-01-08,Position P2,5.11024142298297,1.40233261479714,2.13786732926517,4.15528203284824,533.518846027577
111,Template-1629,2020-01-08,Position P3,5.10737649057087,1.42480520062569,2.17160255821763,4.12229683394739,1004.30097425115
112,Template-1629,2020-01-08,Position P0,5.15745445992274,1.29467022844204,2.11920856647666,4.16970297483781,847.273984814186
113,Template-1629,2020-01-08,Position P1,5.16168481963806,1.17715707872196,2.11858388626068,4.16169738432961,700.74828828107
114,Template-1629,2020-01-08,Position P3,5.12680320236199,1.41449522349179,2.07784874079158,4.15518926196748,710.823060196254
115,Template-1629,2020-01-08,Position P1,5.10812367633105,1.29709253428594,2.08714187340154,4.10382370519184,800.128547138091
116,Template-1629,2020-01-08,Position P2,5.11754826985397,1.31026836912832,2.11920048264023,4.09490813195749,987.816039057714
117,Template-1629,2020-01-08,Position P2,5.11639675559154,1.29301748897092,2.11697548456248,4.08193226970051,897.356167335577
118,Template-1629,2020-01-14,Position P0,5.09398706515713,1.29129279501593,2.10238980866832,4.05874982093313,1594.63763293777
119,Template-1629,2020-01-14,Position P1,5.14244644343932,1.03571305349152,2.1158194256825,4.05532526899786,1427.09968064764
120,Template-1629,2020-01-14,Position P2,5.12122543423537,1.21875697159464,2.13849765727635,4.0545817729157,1646.82668254476
121,Template-1629,2020-01-14,Position P3,5.1050321057789,1.2660600580378,2.19900038575976,4.08825754312276,984.988859908857
122,Template-1629,2020-01-14,Position P0,5.15006608613128,1.36979602351016,2.0844052221187,4.13442778829066,2099.70680349715
123,Template-1629,2020-01-14,Position P1,5.1709708354599,1.285760793875,2.15609905631138,4.11693207560875,2469.28569932395
124,Template-1629,2020-01-14,Position P2,5.17560207795039,1.31026449513305,2.11499915137721,4.13671945604373,2130.30003063892
125,Template-1629,2020-01-14,Position P3,5.18879349274448,1.16695163082067,2.10233411334849,4.10934423074134,1705.14021796675
126,Template-1629,2020-01-14,Position P0,5.07402375328867,1.2483378301432,2.03954618065006,4.03978745177918,1043.64355670883
127,Template-1629,2020-01-14,Position P1,5.0453010001919,1.39157281986018,2.09832579479756,4.0475082274691,1073.53401316667
128,Template-1629,2020-01-14,Position P2,5.06269945243739,1.26854214387085,2.06839398087534,4.04051852758301,1066.13740566272
129,Template-1629,2020-01-14,Position P3,5.05066597929199,1.37713212555807,2.08009056241477,4.06838613602557,1223.60725098023
130,Template-1629,2020-01-14,Position P0,5.0950887355495,1.27241388829922,2.00928415026659,4.06970231282147,991.983686369628
131,Template-1629,2020-01-14,Position P1,5.1073152630101,1.21209062988079,2.07367108022502,4.07329803333539,1141.19715616891
132,Template-1629,2020-01-14,Position P2,5.10404015605632,1.24947092952807,2.05871162823621,4.06635890600324,1126.27259951149
133,Template-1629,2020-01-14,Position P3,5.09106765399773,1.27993012228565,2.10695620754153,4.08444649066167,1208.16781963485
134,Template-1629,2020-01-14,Position P0,5.08410088319726,1.31341519314733,2.0445723106407,4.08565904208632,1688.94632606165
135,Template-1629,2020-01-14,Position P1,5.08320519622107,1.30557629057695,2.03615909844923,4.05577996106774,1297.69551529859
136,Template-1629,2020-01-14,Position P2,5.0840911466442,1.41908530121649,2.06882424379659,4.10460459193073,1630.11864941071
137,Template-1629,2020-01-14,Position P3,5.08509591913243,1.29991787558543,2.03401498256021,4.06993984198069,1193.59945665191
138,Template-1629,2020-01-16,Position P0,5.27475211860238,0.325197071216993,-12.2086198701667,4.08472310021787,7.59471590745732e-07
139,Template-1629,2020-01-16,Position P1,,,,,1.24426254107228e-12
140,Template-1629,2020-01-16,Position P2,5.25626588507172,0.319550930749126,-12.4378254500727,4.07208047650013,9.10095721886959e-13
141,Template-1629,2020-01-16,Position P3,5.27322973986628,0.321727543532464,-12.3343543332636,4.0630230321846,1.61100122671946e-07
142,Template-1629,2020-01-16,Position P0,5.17332634648465,1.19418287860263,1.99376022436257,4.14200110041623,810.469450024978
143,Template-1629,2020-01-16,Position P1,5.15170571008009,1.26177937333639,1.98929847169068,4.17048662045059,666.492277035514
144,Template-1629,2020-01-16,Position P2,5.15438816981755,1.23541671855602,2.0159107214652,4.14685848267377,1031.95068966348
145,Template-1629,2020-01-16,Position P3,5.15307176154038,1.25290621735053,2.01846748381219,4.16578611109816,879.816568112377
146,Template-1629,2020-01-16,Position P0,5.14088087809533,1.3123952687377,1.99382482232449,4.15872876123876,1350.74357610399
147,Template-1629,2020-01-16,Position P1,5.12991723026413,1.21648883138537,1.9567899432857,4.15190536181099,952.154240437516
148,Template-1629,2020-01-16,Position P2,5.13756758453844,1.33802523554755,2.05097354521277,4.16005901892369,889.126664995538
149,Template-1629,2020-01-16,Position P3,5.14805389206054,1.22771593592416,1.91583379637393,4.1297850697377,994.80544896699
150,Template-1629,2020-01-16,Position P0,5.14593092070638,1.00485790085733,1.92424610365602,4.04744449493639,447.858543211223
151,Template-1629,2020-01-16,Position P1,5.13230070531247,1.27924934457801,1.94298790593826,4.13388318353139,767.78890349752
152,Template-1629,2020-01-16,Position P2,5.13828593640196,1.22791355123884,1.99507675697239,4.13354290245952,647.87934896269
153,Template-1629,2020-01-16,Position P3,5.1524205206876,1.25942823182287,2.02599844191409,4.13371843725369,593.730618757774
154,Template-1629,2020-01-16,Position P0,5.13030850201755,1.13005595984026,2.00208152524722,4.08152769176284,2143.82078295779
155,Template-1629,2020-01-16,Position P1,5.12958137157927,1.22944091682193,1.93564663672436,4.09272613306125,1585.43014918938
156,Template-1629,2020-01-16,Position P2,5.12266810017828,1.28432450011394,1.99702079634438,4.08897709346417,923.803768687611
157,Template-1629,2020-01-16,Position P3,5.12308308554377,1.26685773714923,1.98691015741639,4.09934089020837,1345.52130833802
158,Template-1629,2020-01-16,Position P0,5.13161507774753,1.39460220056262,1.98002465254945,4.1537428149652,566.313624748276
159,Template-1629,2020-01-16,Position P1,5.14957770702228,1.15512182576776,1.94085285832122,4.09169613992399,1220.18278805381
160,Template-1629,2020-01-16,Position P2,5.1378541077011,1.30036079440386,2.00383233928478,4.12504527262216,1033.69757863588
161,Template-1629,2020-01-16,Position P3,5.13900658639595,1.33434073121895,2.00112938044449,4.1132501657828,1087.09649617975
162,Template-1629,2020-01-17,Position P0,5.26997868513363,1.24575136398018,1.99729913115252,4.19518455730639,1088.25519099417
163,Template-1629,2020-01-17,Position P1,5.25954543371637,1.26666240356718,2.02842951476051,4.19322820719145,893.092834726168
164,Template-1629,2020-01-17,Position P2,5.27060215090267,1.17459551564361,1.93548813346684,4.18323561307368,1005.11891914842
165,Template-1629,2020-01-17,Position P3,5.25541494400866,1.15464383751503,1.9307488295338,4.1680322440305,718.108323292032
166,Template-1629,2020-01-17,Position P0,5.20629997269786,1.22362173935847,2.10535369541023,4.15901573859015,757.068500617325
167,Template-1629,2020-01-17,Position P1,5.18142157940393,1.40910235348881,2.0520810684031,4.1536262513513,1448.45339994554
168,Template-1629,2020-01-17,Position P2,5.20646080767692,1.20907877969765,2.04372222258761,4.12831309088804,1275.11761820887
169,Template-1629,2020-01-17,Position P3,5.20046657375629,1.35075950509094,2.04288271211197,4.18842868966856,1215.51518107495
170,Template-1629,2020-01-17,Position P0,5.23165916642007,1.16009895783364,1.96563245232261,4.16683366363949,539.566624383746
171,Template-1629,2020-01-17,Position P1,5.23126833228873,1.30315378842296,2.03669529365358,4.1912373068226,669.055490369514
172,Template-1629,2020-01-17,Position P2,5.21442820954816,1.24823253963705,1.97906443274,4.19810427656436,461.417011247797
173,Template-1629,2020-01-17,Position P3,5.20271372177907,1.28608264839481,1.99003024221144,4.1657651424228,624.300661940907
174,Template-1629,2020-01-17,Position P1,5.07746937332293,1.29714628665422,2.03378741698808,4.055968531955,940.592312642664
175,Template-1629,2020-01-17,Position P2,5.07176758277096,1.35646034928641,1.99374912924031,4.07695742996878,689.672377597695
176,Template-1629,2020-01-22,Position P0,5.63599860967853,1.43571191387168,1.9990972976708,4.68374922977225,1518.81071921263
177,Template-1629,2020-01-22,Position P1,5.65355828538999,1.35565188951545,2.07968543156574,4.70918208385486,1473.01387078156
178,Template-1629,2020-01-22,Position P2,5.65328171131905,1.42819395711252,2.12208569646876,4.69582076410943,1429.77989089612
179,Template-1629,2020-01-22,Position P3,5.65039596251294,1.29934802622312,2.00854661984178,4.66566311530393,1432.0814075874
180,Template-1629,2020-01-22,Position P0,5.57599597325004,1.3606434846267,2.06372396930779,4.62837489590461,1072.84619827462
181,Template-1629,2020-01-22,Position P1,5.62016463969584,1.09397348780775,2.09843383873766,4.61876594394203,896.188283713959
182,Template-1629,2020-01-22,Position P2,5.57310137392791,1.37692459071563,2.09947893107909,4.63417469054744,779.329886370946
183,Template-1629,2020-01-22,Position P3,5.56591081897837,1.30819741040332,2.15610950809867,4.59140370236229,437.621573763023
184,Template-1629,2020-01-22,Position P0,5.67801354474298,1.11498175559874,2.13528918501498,4.62957252518327,755.244492788173
185,Template-1629,2020-01-22,Position P1,5.63005920255454,1.27514465334056,2.05900649188947,4.62606393184003,800.448444263009
186,Template-1629,2020-01-22,Position P2,5.62498799901052,1.43880451930886,2.13753979492083,4.6434791113921,1451.34181589572
187,Template-1629,2020-01-22,Position P3,5.62521059926161,1.25657511035366,2.13770599895384,4.64466747230712,1421.30789884106
188,Template-1629,2020-01-22,Position P0,5.62857115148936,1.43473572859464,2.09381133946598,4.66474920114443,810.587133555952
189,Template-1629,2020-01-22,Position P1,5.61863527163887,1.32787310674829,2.06351196444254,4.6527475971565,1641.31625679762
190,Template-1629,2020-01-22,Position P2,5.62500416384622,1.34775905994987,2.12026112523058,4.67633661664784,1218.1758413296
191,Template-1629,2020-01-22,Position P3,5.61239711396045,1.31268773458317,2.10272192459878,4.66371589678527,1147.06447809985
192,Template-1629,2020-01-22,Position P0,5.5782934302804,1.20428552357947,2.09746494296557,4.59953030787104,2006.01542516455
193,Template-1629,2020-01-22,Position P1,5.59030026417918,1.24518726988097,2.10554789256898,4.61065076438416,2157.5049652825
194,Template-1629,2020-01-22,Position P2,5.59169710590793,1.40241703894435,2.12649229701991,4.6117861505858,1774.38950619946
195,Template-1629,2020-01-22,Position P3,5.59097037943411,1.38265075157523,2.12567331437816,4.62255192962632,1427.76241504232
196,Template-1629,2020-01-22,Position P0,5.56404559659968,1.28315736628239,2.09447127674415,4.5827887654523,484.450625416022
197,Template-1629,2020-01-22,Position P1,5.5623640695114,1.23202270105793,2.01804841550665,4.56968161060457,798.040037537785
198,Template-1629,2020-01-22,Position P2,5.57231908276934,1.21870671166374,2.08933743233828,4.55884257203295,740.952249494469
199,Template-1629,2020-01-22,Position P3,5.57401178335192,1.23005440962044,2.06211360317217,4.55119346785637,705.583419344506
200,Template-1629,2020-01-24,Position P0,5.14391641141593,1.22698869226597,2.07645729800661,4.11756130829411,612.611025220359
201,Template-1629,2020-01-24,Position P1,5.13253657976124,1.39217164883367,2.0157286090698,4.12580929534653,656.431051315715
202,Template-1629,2020-01-24,Position P2,5.13243994463607,1.39688138110816,2.05567193704349,4.13330184245107,696.274831748246
203,Template-1629,2020-01-24,Position P3,5.14994763520676,1.36390041785003,2.11316241075789,4.14822063579417,513.944729414281
204,Template-1629,2020-01-24,Position P0,5.20543789917973,1.23698439915532,2.06830432184298,4.17917159110234,1181.57650915836
205,Template-1629,2020-01-24,Position P1,5.18694086749343,1.26375316667384,2.02385361619834,4.17963724701422,1185.5697121788
206,Template-1629,2020-01-24,Position P2,5.19601688957118,1.25973184231272,2.09689330978893,4.19429733766623,938.855629848424
207,Template-1629,2020-01-24,Position P3,5.1817234700194,1.29568628002626,2.05514790364688,4.18241690823903,1662.62018414032
208,Template-1629,2020-01-24,Position P0,5.20956316426718,1.1809885628576,2.01897986415862,4.12566663140703,1825.26702625418
209,Template-1629,2020-01-24,Position P1,5.2140918559373,1.11596239957016,1.97176146675069,4.14650937763402,1532.57084724797
210,Template-1629,2020-01-24,Position P2,5.1986487491369,1.32673941903504,2.01491630765228,4.18156971594956,817.684757407343
211,Template-1629,2020-01-24,Position P3,5.20088489631611,1.33715948185958,2.08618124760171,4.17132582344945,1160.69843834575
212,Template-1629,2020-01-24,Position P0,5.19414670276114,1.18370180228029,2.02431704864563,4.14581828655564,728.308475333624
213,Template-1629,2020-01-24,Position P1,5.23637516093697,1.10727657064593,2.02067798478205,4.15645453065586,823.085035801375
214,Template-1629,2020-01-24,Position P2,5.20659825117273,1.3092951497313,2.06643391582735,4.17532816740953,1422.30473126962
215,Template-1629,2020-01-24,Position P3,5.19470560785036,1.33352060949531,2.08710170943163,4.18454182868035,1175.60718830383
216,Template-1629,2020-01-24,Position P0,5.14610569702839,1.21010202634362,2.05095938763441,4.09866657471791,1025.24678424743
217,Template-1629,2020-01-24,Position P1,5.15234355738116,1.20690186152756,2.09140583267043,4.09788061865393,1108.44689911939
218,Template-1629,2020-01-24,Position P2,5.14442501734081,1.34951771607161,2.06044761102587,4.1357734651292,950.973979171635
219,Template-1629,2020-01-24,Position P3,5.15924299716302,1.15367582623557,2.05998466395298,4.09832638409244,771.581261466182
220,Template-1629,2020-01-24,Position P0,5.18054143685345,1.183637098914,1.99482450655661,4.10855424790983,408.2598923969
221,Template-1629,2020-01-24,Position P1,5.18403315333647,1.30163524164214,1.99168157006696,4.16313280068078,476.161697554499
222,Template-1629,2020-01-24,Position P2,5.18311356310519,1.29682332053139,2.05463706563398,4.16354420801404,327.893033035308
223,Template-1629,2020-01-24,Position P3,5.18898703898172,1.25966289406476,2.02536836913918,4.12240014714697,416.914479549108
224,Template-1629,2020-02-05,Position P0,5.10335874014521,1.2858752586243,2.14217044430445,4.23772349176519,749.053096935371
225,Template-1629,2020-02-05,Position P1,5.10965796711771,1.34297227597164,2.11442995551434,4.21747161108767,908.321371244797
226,Template-1629,2020-02-05,Position P2,5.10326655524535,1.29408369999497,2.11041527216457,4.22527120425866,826.608512889928
227,Template-1629,2020-02-05,Position P3,5.09469317818359,1.29731941494309,2.14031748475601,4.22898962999658,823.293762919469
228,Template-1629,2020-02-05,Position P0,5.11509871185335,1.15069643313281,2.08063139806585,4.18079967157766,917.634182940737
229,Template-1629,2020-02-05,Position P1,5.14010923345609,1.16434447245666,2.04953879240521,4.19549092918421,1005.47825664046
230,Template-1629,2020-02-05,Position P2,5.12500641437412,1.27768808638849,2.08681190909621,4.2004755395308,979.993099782724
231,Template-1629,2020-02-05,Position P3,5.12655282902732,1.2485062704751,2.08961801321533,4.18366943048713,883.824910580212
232,Template-1629,2020-02-05,Position P0,5.08448126737373,1.24204537691279,2.05138151059777,4.18099028384148,618.114568289038
233,Template-1629,2020-02-05,Position P1,5.08699034676434,1.31231083792676,2.12803248493199,4.21874799348187,731.098893693232
234,Template-1629,2020-02-05,Position P2,5.10974602503354,1.24431475526119,2.2130414230899,4.23213356562154,520.542018794609
